id,host
"https://www.bleepingcomputer.com/news/security/mgm-resorts-ransomware-attack-led-to-100-million-loss-data-theft/","bleepingcomputer.com"
"https://www.infosecurity-magazine.com/news/mgm-resorts-dollar100m-costs/","infosecurity-magazine.com"
"https://www.techtarget.com/searchsecurity/news/366554695/MGM-faces-100M-loss-from-ransomware-attack","techtarget.com"
"https://www.forbes.com/sites/steveweisman/2025/03/12/mgm-ransomware--attack-update/","forbes.com"
"https://www.pymnts.com/news/security-and-risk/2023/report-caesars-entertainment-paid-15-million-ransom-after-cyberattack/","pymnts.com"
"https://www.cnbc.com/2023/09/14/caesars-paid-millions-in-ransom-to-cybercrime-group-prior-to-mgm-hack.html","cnbc.com"
"https://cybernews.com/news/caesars-15m-ransom-sec-breach-report-6t-stolen-data/","cybernews.com"
"https://www.chainalysis.com/blog/chainalysis-fbi-caesars-ransomware-recovery/","chainalysis.com"
"https://www.cohenmilstein.com/case-study/caesars-data-breach-litigation/","cohenmilstein.com"
"https://www.bleepingcomputer.com/news/security/carnival-cruise-confirms-data-breach-affecting-nearly-6-million-people/","bleepingcomputer.com"
"https://www.malwarebytes.com/blog/data-breaches/2026/05/carnival-confirms-data-breach-impacting-nearly-6-million","malwarebytes.com"
"https://www.securityweek.com/carnival-data-breach-exposed-6-million-people/","securityweek.com"
"https://www.helpnetsecurity.com/2026/05/28/carnival-corporation-data-breach/","helpnetsecurity.com"
"https://www.cyberdaily.au/security/11128-exclusive-sydney-based-compass-group-confirms-medusa-ransomware-attack","cyberdaily.au"
"https://www.cyberdaily.au/security/11139-exclusive-australian-compass-group-confirms-second-hack","cyberdaily.au"
"https://www.halcyon.ai/attacks/medusa-ransomware-hits-compass-group-australia-in-major-cyberattack","halcyon.ai"
"https://www.bleepingcomputer.com/news/security/panera-bread-week-long-it-outage-caused-by-ransomware-attack/","bleepingcomputer.com"
"https://www.bleepingcomputer.com/news/security/panera-warns-of-employee-data-breach-after-march-ransomware-attack/","bleepingcomputer.com"
"https://www.restaurantbusinessonline.com/technology/panera-breads-digital-outage-reportedly-blamed-ransomware-attack","restaurantbusinessonline.com"
"https://www.bleepingcomputer.com/news/security/nordic-choice-hotels-hit-by-conti-ransomware-no-ransom-demand-yet/","bleepingcomputer.com"
"https://www.bitdefender.com/en-us/blog/hotforsecurity/nordic-choice-hotels-confirm-ransomware-attack","bitdefender.com"
"https://www.intelligentciso.com/2021/12/08/nordic-choice-hotels-hit-by-conti-ransomware/","intelligentciso.com"
"https://chicago.suntimes.com/2023/11/17/23965433/rivers-casino-data-breach-des-plaines-hackers","chicago.suntimes.com"
"https://www.comparitech.com/news/ransomware-gang-claims-data-breach-at-philadelphia-casino-ssns-and-bank-account-info-leaked/","comparitech.com"
"https://www.redpacketsecurity.com/cicada3301-ransomware-victim-rivers-casino-and-rush-street-gaming/","redpacketsecurity.com"
"https://cdcgaming.com/brief/illinois-rivers-casino-des-plaines-hit-with-class-action-over-data-breach/","cdcgaming.com"
"https://hackread.com/anubis-ransomware-lists-disneyland-paris-new-victim/","hackread.com"
"https://www.scworld.com/brief/disneyland-paris-data-allegedly-stolen-by-anubis-ransomware","scworld.com"
"https://cybernews.com/security/anubis-ransomware-gang-claims-disneyland-paris/","cybernews.com"
"https://dailysecurityreview.com/security-spotlight/anubis-ransomware-gang-claims-64gb-disneyland-paris-leak-in-alleged-construction-data-breach/","dailysecurityreview.com"
"https://www.cnbc.com/2021/06/09/jbs-paid-11-million-in-response-to-ransomware-attack-.html","cnbc.com"
"https://www.bleepingcomputer.com/news/security/jbs-paid-11-million-to-revil-ransomware-225m-first-demanded/","bleepingcomputer.com"
"https://en.wikipedia.org/wiki/JBS_S.A._ransomware_attack","en.wikipedia.org"
"https://iowacapitaldispatch.com/2023/06/11/jbss-cybersecurity-was-unusually-poor-prior-to-2021-ransomware-attack-internal-homeland-security-records-show/","iowacapitaldispatch.com"
"https://www.securityweek.com/united-natural-foods-projects-up-to-400m-sales-hit-from-june-cyberattack/","securityweek.com"
"https://www.cybersecuritydive.com/news/unfi-cyberattack-reduce-quarterly-earnings/751849/","cybersecuritydive.com"
"https://cyberscoop.com/united-natural-foods-cyberattack-400-million/","cyberscoop.com"
"https://www.grocerydive.com/news/unfi-cyberattack-losses-insurance-grocery-distribution/753223/","grocerydive.com"
"https://industrialcyber.co/critical-infrastructure/dole-ransomware-incident-affected-half-of-its-legacy-servers-with-direct-costs-reaching-10-5-million/","industrialcyber.co"
"https://www.theregister.com/2023/02/23/dole_ransomware_attack/","theregister.com"
"https://www.cybersecuritydive.com/news/dole-ransomware-breached-data-workers/653650/","cybersecuritydive.com"
"https://www.sec.gov/Archives/edgar/data/1857475/000162828023018832/dole-20230331_d2.htm","sec.gov"
"https://www.securityweek.com/ahold-delhaize-data-breach-impacts-2-2-million-people/","securityweek.com"
"https://www.bleepingcomputer.com/news/security/ahold-delhaize-confirms-data-theft-after-inc-ransomware-claims-attack/","bleepingcomputer.com"
"https://www.cybersecuritydive.com/news/ahold-delhaize-confirms-data-stolen-after-threat-group-claims-credit-for-no/745715/","cybersecuritydive.com"
"https://www.washingtonpost.com/business/2021/09/21/new-cooperative-hack-ransomware/","washingtonpost.com"
"https://industrialcyber.co/news/blackmatter-ransomware-group-strikes-new-cooperative-makes-demand-of-5-9-million/","industrialcyber.co"
"https://www.farmprogress.com/business/blackmatter-hits-grain-cooperative-with-ransomware-attack","farmprogress.com"
"https://www.bleepingcomputer.com/news/security/kp-snacks-giant-hit-by-conti-ransomware-deliveries-disrupted/","bleepingcomputer.com"
"https://www.computerweekly.com/news/252512873/Crisp-supply-shortage-looms-after-KP-Snacks-hit-by-ransomware","computerweekly.com"
"https://www.cpomagazine.com/cyber-security/conti-ransomware-attack-on-uks-kp-snacks-to-cause-major-supply-chain-problems-for-popular-treats/","cpomagazine.com"
"https://api.ransomware.live/v2/sectorvictims/Agriculture%20and%20Food%20Production","api.ransomware.live"
"https://www.ransomware.live/id/RmVycm92aWFsQEFpTG9jaw==","ransomware.live"
"https://sosransomware.com/en/ransomware-groups/ailock-ransomware-the-raas-operator-threatening-to-alert-regulators-and-competitors/","sosransomware.com"
"https://darkwebinformer.com/ransomware-attack-update-july-14th-2026/","darkwebinformer.com"
"https://www.ransomware.live/id/QmFsZm91ciBCZWF0dHlAaW5jcmFuc29t","ransomware.live"
"https://www.ransomware.live/id/QmFsZm91ciBCZWF0dHlAY29pbmJhc2VjYXJ0ZWw","ransomware.live"
"https://www.dexpose.io/coinbasecartel-strikes-balfour-beatty-in-uk-ransomware-attack/","dexpose.io"
"https://www.breachsense.com/breaches/balfour-beatty-data-breach/","breachsense.com"
"https://www.dexpose.io/clop-ransomware-targets-bechtel-corporation/","dexpose.io"
"https://www.cybersecuritydive.com/news/hackers-clop-extortion-campaign-executives/801808/","cybersecuritydive.com"
"https://dailydarkweb.net/clop-ransomware-group-lists-39-global-victims-including-mazda-canon/","dailydarkweb.net"
"https://www.dexpose.io/clop-ransomware-targets-kier-co-uk-in-uk-cyberattack/","dexpose.io"
"https://ransomware.live/id/S0lFUi5DTy5VS0BjbG9w","ransomware.live"
"https://www.breachsense.com/breaches/kier-group-data-breach/","breachsense.com"
"https://www.dexpose.io/qilin-ransomware-strikes-kajima-europe/","dexpose.io"
"https://botcrawl.com/kajima-europe-data-breach/","botcrawl.com"
"https://cyble.com/blog/europe-ransomware-attacks-q3-2025/","cyble.com"
"https://www.breachsense.com/breaches/aecom-com/","breachsense.com"
"https://www.malwarebytes.com/blog/news/2021/03/pysa-the-ransomware-attacking-schools","malwarebytes.com"
"https://www.upguard.com/security-report/aecom","upguard.com"
"https://www.ransomware.live/group/everest","ransomware.live"
"https://cti.fyi/groups/everest.html","cti.fyi"
"https://www.ransomware.live/activity/Construction","ransomware.live"
"https://www.bleepingcomputer.com/news/security/powerschool-hacker-now-extorting-individual-school-districts/","bleepingcomputer.com"
"https://techcrunch.com/2025/05/08/powerschool-paid-a-hackers-ransom-but-now-schools-say-they-are-being-extorted/","techcrunch.com"
"https://www.edweek.org/technology/powerschool-paid-a-hackers-ransom-now-cyber-criminals-are-threatening-schools/2025/05","edweek.org"
"https://www.k12dive.com/news/college-student-charged-in-connection-with-powerschool-data-breach/748747/","k12dive.com"
"https://www.cybersecuritydive.com/news/powerschool-data-breach-school-extortion-attempts/747801/","cybersecuritydive.com"
"https://www.the74million.org/article/powerschool-paid-off-hackers-after-huge-breach-now-theyre-extorting-districts/","the74million.org"
"https://www.bleepingcomputer.com/news/security/edu-tech-firm-instructure-discloses-cyber-incident-probes-impact/","bleepingcomputer.com"
"https://thehackernews.com/2026/05/instructure-reaches-ransom-agreement.html","thehackernews.com"
"https://www.insidehighered.com/news/tech-innovation/administrative-tech/2026/05/11/instructure-pays-ransom-canvas-hackers","insidehighered.com"
"https://en.wikipedia.org/wiki/2026_Canvas_security_incident","en.wikipedia.org"
"https://www.halcyon.ai/ransomware-alerts/education-sector-in-the-crosshairs-shinyhunters-extortion-campaign-against-instructure","halcyon.ai"
"https://www.reedsmith.com/articles/canvasinstructure-cyberattack-key-developments-and-action-items-for-higher-education-institutions/","reedsmith.com"
"https://www.hipaajournal.com/university-of-hawaii-cancer-center-ransomware-data-breach/","hipaajournal.com"
"https://therecord.media/university-of-hawaii-ransomware-data-breach","therecord.media"
"https://www.bleepingcomputer.com/news/security/university-of-hawaii-cancer-center-ransomware-attack-affects-nearly-12-million-people/","bleepingcomputer.com"
"https://www.securityweek.com/hackers-accessed-university-of-hawaii-cancer-center-patient-data-they-werent-immediately-notified/","securityweek.com"
"https://www.govinfosecurity.com/cancer-center-research-study-hack-affects-12m-a-30912","govinfosecurity.com"
"https://www.bleepingcomputer.com/news/security/highline-public-schools-confirms-ransomware-attack-was-behind-september-shut-down/","bleepingcomputer.com"
"https://therecord.media/highline-public-schools-washington-state-cyberattack","therecord.media"
"https://www.infosecurity-magazine.com/news/sensitive-data-highline-ransomware/","infosecurity-magazine.com"
"https://www.seattletimes.com/education-lab/hackers-target-seattle-area-school-district-for-ransomware-attack/","seattletimes.com"
"https://www.securitymagazine.com/articles/101037-cyberattack-compromises-and-shuts-down-highline-public-schools","securitymagazine.com"
"https://en.wikipedia.org/wiki/British_Library_cyberattack","en.wikipedia.org"
"https://www.theregister.com/2023/10/31/british_library_it_outage/","theregister.com"
"https://www.securityweek.com/details-and-lessons-learned-from-the-ransomware-attack-on-the-british-library/","securityweek.com"
"https://ital.corejournals.org/index.php/ital/article/view/17112","ital.corejournals.org"
"https://www.imd.org/ibyimd/technology/full-transparency-10-lessons-from-the-cyber-attack-on-the-british-library/","imd.org"
"https://www.itpro.com/security/data-breaches/nhs-data-leak-raises-serious-questions-about-manchester-university-cyber-attack","itpro.com"
"https://www.digitalhealth.net/2023/06/nhs-patient-data-compromised-in-university-cyber-attack-report/","digitalhealth.net"
"https://www.cpomagazine.com/cyber-security/250gb-of-nhs-patient-data-leaked-in-the-university-of-manchester-cyber-attack/","cpomagazine.com"
"https://www.govinfosecurity.com/trauma-terrorist-victim-data-breached-in-university-attack-a-22409","govinfosecurity.com"
"https://www.csoonline.com/article/644235/nhs-data-reportedly-compromised-in-university-of-manchester-cyberattack.html","csoonline.com"
"https://www.the74million.org/article/kept-in-the-dark-inside-the-minneapolis-schools-cyberattack/","the74million.org"
"https://therecord.media/minneapolis-schools-say-data-breach-affected-100000","therecord.media"
"https://www.bleepingcomputer.com/news/security/ransomware-gang-posts-video-of-data-stolen-from-minneapolis-schools/","bleepingcomputer.com"
"https://www.cbsnews.com/minnesota/news/cybersecurity-experts-confirm-security-blueprints-stolen-mps-ransomware-attack/","cbsnews.com"
"https://www.campussafetymagazine.com/news/over-189000-files-leaked-minneapolis-public-schools-data-breach/123369/","campussafetymagazine.com"
